file_name,title,artist,genre,composers,performers,release_year,corpus,chord_progression_original,chord_progression
rock-corpus_154.jams,Smells Like Teen Spirit,,rock,,Nirvana,1991.0,,F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Gb:maj F:min Bb:maj F:min Gb:maj F:min Bb:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Gb:maj F:min Bb:maj F:min Gb:maj F:min Bb:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min Bb:maj Ab:maj Db:maj F:min,<noparts> Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Gb Fmin Bb Fmin Gb Fmin Bb Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Gb Fmin Bb Fmin Gb Fmin Bb Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin Bb Ab Db Fmin
rock-corpus_126.jams,Nuthin' But A G Thang,,rock,,,,,B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min F#:min B:min,<noparts> Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin F#min Bmin
rock-corpus_30.jams,Changes,,rock,,David Bowie,1971.0,,C:maj Db:maj D:min Eb:7 F:maj D:maj F:maj D:maj F:maj C:maj E:min F:maj G:maj F:maj C:maj E:min F:maj G:maj C:maj D:min E:min Eb:min D:min G:maj C:maj D:min E:min Eb:min D:min G:maj F:maj C:maj E:min A:min C:maj F:maj D:maj G:maj F:maj C:maj E:min A:min C:maj F:maj D:maj A:min G:maj Bb:maj F:maj E:maj D:maj D:min C:maj D:maj F:maj D:maj F:maj C:maj E:min F:maj G:maj F:maj C:maj E:min F:maj G:maj C:maj D:min E:min Eb:min D:min G:maj C:maj D:min E:min Eb:min D:min G:maj F:maj C:maj E:min A:min C:maj F:maj D:maj G:maj F:maj C:maj E:min A:min C:maj F:maj D:maj A:min G:maj Bb:maj F:maj E:maj D:maj D:min C:maj F:maj C:maj F:maj G:maj F:maj C:maj E:min A:min C:maj F:maj D:maj G:maj F:maj C:maj E:min A:min C:maj F:maj D:maj A:min G:maj Bb:maj F:maj E:maj D:maj D:min C:maj A:min G:maj Bb:maj F:maj E:maj D:maj D:min C:maj D:min E:min Eb:7 D:min Db:maj C:maj,<noparts> C Db Dmin Eb7 F D F D F C Emin F G F C Emin F G C Dmin Emin Ebmin Dmin G C Dmin Emin Ebmin Dmin G F C Emin Amin C F D G F C Emin Amin C F D Amin G Bb F E D Dmin C D F D F C Emin F G F C Emin F G C Dmin Emin Ebmin Dmin G C Dmin Emin Ebmin Dmin G F C Emin Amin C F D G F C Emin Amin C F D Amin G Bb F E D Dmin C F C F G F C Emin Amin C F D G F C Emin Amin C F D Amin G Bb F E D Dmin C Amin G Bb F E D Dmin C Dmin Emin Eb7 Dmin Db C
rock-corpus_90.jams,In The Still Of The Night,,rock,,,,,F#:maj D#:min B:maj C#:7 F#:maj D#:min B:maj C#:7 F#:maj D#:min B:maj C#:7 F#:maj B:maj F#:maj B:maj F#:maj B:maj C#:7 F#:maj D#:min B:maj C#:7 F#:maj B:maj F#:maj C#:7 F#:maj D#:min B:maj C#:7 F#:maj D#:min B:maj C#:7 F#:maj B:maj F#:maj C#:7 F#:maj D#:min B:maj C#:7 F#:maj B:maj C#:7 F#:maj D#:min B:maj C#:7 F#:maj D#:min B:maj C#:7,<noparts> F# D#min B C#7 F# D#min B C#7 F# D#min B C#7 F# B F# B F# B C#7 F# D#min B C#7 F# B F# C#7 F# D#min B C#7 F# D#min B C#7 F# B F# C#7 F# D#min B C#7 F# B C#7 F# D#min B C#7 F# D#min B C#7
rock-corpus_139.jams,Respect,,rock,,Aretha Franklin,1967.0,,C:maj F:maj C:maj F:maj G:maj F:maj G:maj F:maj G:maj F:maj C:maj F:maj C:maj F:maj G:maj F:maj G:maj F:maj G:maj F:maj C:maj F:maj C:maj F:maj G:maj F:maj G:maj F:maj G:maj F:maj C:maj F:maj C:maj F:maj F#:min B:maj F#:min G:maj F:maj G:maj F:maj G:maj F:maj C:maj F:maj C:maj F:maj C:maj F:maj C:maj F:maj C:maj F:maj C:maj F:maj C:maj F:maj C:maj F:maj C:maj F:maj C:maj F:maj,<noparts> C F C F G F G F G F C F C F G F G F G F C F C F G F G F G F C F C F F#min B F#min G F G F G F C F C F C F C F C F C F C F C F C F C F
rock-corpus_105.jams,London Calling,,rock,,The Clash,1980.0,,E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min G:maj E:min F:7 E:min G:maj E:min F:7 E:min G:maj E:min F:7 E:min G:maj E:min G:maj E:min G:maj E:min G:maj E:min D:maj E:min F:7 E:min G:maj E:min F:7 E:min G:maj E:min F:7 E:min G:maj E:min F:7 E:min G:maj E:min G:maj E:min G:maj E:min G:maj E:min D:maj E:min F:7 E:min G:maj E:min F:7 E:min G:maj E:min F:7 E:min G:maj E:min F:7 E:min G:maj E:min G:maj E:min G:maj E:min G:maj E:min D:maj E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min F:7 E:min,<noparts> Emin F7 Emin F7 Emin F7 Emin F7 Emin F7 Emin F7 Emin F7 Emin G Emin F7 Emin G Emin F7 Emin G Emin F7 Emin G Emin G Emin G Emin G Emin D Emin F7 Emin G Emin F7 Emin G Emin F7 Emin G Emin F7 Emin G Emin G Emin G Emin G Emin D Emin F7 Emin G Emin F7 Emin G Emin F7 Emin G Emin F7 Emin G Emin G Emin G Emin G Emin D Emin F7 Emin F7 Emin F7 Emin F7 Emin F7 Emin F7 Emin F7 Emin F7 Emin F7 Emin F7 Emin
rock-corpus_78.jams,I Saw Her Standing There,,rock,,The Beatles,1964.0,,E:7 A:7 E:7 B:maj E:maj E:maj A:maj C:maj E:maj B:maj E:7 A:7 E:7 B:maj E:maj E:maj A:maj C:maj E:maj B:maj E:7 A:maj B:maj A:maj E:7 A:7 E:7 B:maj E:maj E:maj A:maj C:maj E:maj B:maj E:7 E:maj B:maj E:maj A:maj E:maj B:maj E:7 A:maj B:maj A:maj E:7 A:7 E:7 B:maj E:maj E:maj A:maj C:maj E:maj B:maj E:7 E:maj B:maj E:7 E:maj B:maj A:maj E:maj,<noparts> E7 A7 E7 B E A C E B E7 A7 E7 B E A C E B E7 A B A E7 A7 E7 B E A C E B E7 E B E A E B E7 A B A E7 A7 E7 B E A C E B E7 E B E7 E B A E
rock-corpus_82.jams,I Want To Hold Your Hand,,rock,,,,,C:maj D:maj C:maj D:maj C:maj D:maj G:maj D:maj E:min B:min G:maj D:maj E:min B:min C:maj D:maj G:maj E:min C:maj D:maj G:maj D:maj E:min B:min G:maj D:maj E:min B:min C:maj D:maj G:maj E:min C:maj D:maj G:maj D:min7 G:maj C:maj A:min D:min7 G:maj C:maj D:maj C:maj D:maj C:maj D:maj G:maj D:maj E:min B:min G:maj D:maj E:min B:min C:maj D:maj G:maj E:min C:maj D:maj G:maj D:min7 G:maj C:maj A:min D:min7 G:maj C:maj D:maj C:maj D:maj C:maj D:maj G:maj D:maj E:min B:min G:maj D:maj E:min B:min C:maj D:maj G:maj E:min C:maj D:maj B:min C:maj D:maj C:maj G:maj,<noparts> C D C D C D G D Emin Bmin G D Emin Bmin C D G Emin C D G D Emin Bmin G D Emin Bmin C D G Emin C D G Dmin7 G C Amin Dmin7 G C D C D C D G D Emin Bmin G D Emin Bmin C D G Emin C D G Dmin7 G C Amin Dmin7 G C D C D C D G D Emin Bmin G D Emin Bmin C D G Emin C D Bmin C D C G
rock-corpus_117.jams,Me And Bobby McGee,,rock,,,,,G:maj C:maj G:maj D:maj G:maj C:maj G:maj D:maj C:maj G:maj D:maj G:maj C:maj G:maj D:maj G:maj A:maj E:maj A:maj D:maj A:maj E:maj D:maj A:maj E:maj A:maj D:maj A:maj E:maj A:maj E:maj A:maj E:maj A:maj E:maj A:maj E:maj A:maj E:maj A:maj E:maj A:maj,<noparts> G C G D G C G D C G D G C G D G A E A D A E D A E A D A E A E A E A E A E A E A E A
rock-corpus_26.jams,California Dreamin',,rock,,The Mamas & the Papas,1965.0,,Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Ab:maj Bbb:maj Fb:maj Ab:maj Db:min Bbb:maj Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Ab:maj Bbb:maj Fb:maj Ab:maj Db:min Bbb:maj Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Ab:maj Db:min Bbb:maj Fb:maj Ab:maj Db:min Bbb:maj Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Ab:maj Bbb:maj Fb:maj Ab:maj Db:min Bbb:maj Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Ab:maj Db:min Cb:maj Bbb:maj Cb:maj Db:min Cb:maj Bbb:maj Cb:maj Db:min Cb:maj Bbb:maj Cb:maj Bbb:maj Db:min,<noparts> Ab Dbmin Cb Bbb Cb Ab Bbb Fb Ab Dbmin Bbb Ab Dbmin Cb Bbb Cb Ab Dbmin Cb Bbb Cb Ab Dbmin Cb Bbb Cb Ab Bbb Fb Ab Dbmin Bbb Ab Dbmin Cb Bbb Cb Ab Dbmin Cb Bbb Cb Ab Dbmin Bbb Fb Ab Dbmin Bbb Ab Dbmin Cb Bbb Cb Ab Dbmin Cb Bbb Cb Ab Dbmin Cb Bbb Cb Ab Bbb Fb Ab Dbmin Bbb Ab Dbmin Cb Bbb Cb Ab Dbmin Cb Bbb Cb Dbmin Cb Bbb Cb Dbmin Cb Bbb Cb Bbb Dbmin
ireal-pro_210.jams,Bloomdido,Parker Charlie,up_tempo_swing,,,,,Bb:7 C:min7 F:7 Bb:7 Bb:7 Eb:7 Eb:min7 Bb:7 C#:min7 C:min7 F:7 Bb:7 C:min7 F:7,<noparts> Bb7 Cmin7 F7 Bb7 Eb7 Ebmin7 Bb7 C#min7 Cmin7 F7 Bb7 Cmin7 F7
ireal-pro_80.jams,A Wonderful Day Like Today,Bricusse-Newley,up_tempo_swing,,,,,Eb:maj7 Eb:maj6 Eb:maj7 Eb:maj6 Eb:maj7 Eb:maj6 F:min7 Bb:7 F:min7 Bb:7 G:min7 C:7 Ab:maj7 F:7 F:min7 Bb:7 Eb:maj7 Eb:maj6 Eb:maj7 Eb:maj6 Eb:maj7 Eb:maj6 F:min7 Bb:7 F:min7 Bb:7 G:min7 C:7 Ab:maj7 F:min7 Bb:7 Eb:maj6 F:min7 F#:dim7 G:7 Ab:maj Ab:aug Ab:maj6 Ab:7 A:dim7 Eb:maj7 F:min7 Bb:7 Eb:maj7 Eb:7 Ab:maj7 Ab:maj7 A:hdim7 D:7(b9) G:min7 C:7 F:7 Bb:7 Eb:maj7 Eb:maj6 Eb:maj7 Eb:maj6 Eb:maj7 Eb:maj6 F:min7 Bb:7 F:min7 Bb:7 G:min7 C:7 Ab:maj7 G:7 C:min7 F:7 F:min7 Bb:7 Eb:maj6 Bb:7,<noparts> Ebmaj7 Ebadd13 Ebmaj7 Ebadd13 Ebmaj7 Ebadd13 Fmin7 Bb7 Fmin7 Bb7 Gmin7 C7 Abmaj7 F7 Fmin7 Bb7 Ebmaj7 Ebadd13 Ebmaj7 Ebadd13 Ebmaj7 Ebadd13 Fmin7 Bb7 Fmin7 Bb7 Gmin7 C7 Abmaj7 Fmin7 Bb7 Ebadd13 Fmin7 F#dimb7 G7 Ab Abaug Abadd13 Ab7 Adimb7 Ebmaj7 Fmin7 Bb7 Ebmaj7 Eb7 Abmaj7 Adim7 D7b9 Gmin7 C7 F7 Bb7 Ebmaj7 Ebadd13 Ebmaj7 Ebadd13 Ebmaj7 Ebadd13 Fmin7 Bb7 Fmin7 Bb7 Gmin7 C7 Abmaj7 G7 Cmin7 F7 Fmin7 Bb7 Ebadd13 Bb7
ireal-pro_147.jams,Au Privave,Parker Charlie,up_tempo_swing,,,,,F:7 Bb:7 F:7 C:min7 F:7 Bb:7 B:dim7 F:7 A:min7 D:7 G:min7 C:7 F:7 D:7 G:min7 C:7,<noparts> F7 Bb7 F7 Cmin7 F7 Bb7 Bdimb7 F7 Amin7 D7 Gmin7 C7 F7 D7 Gmin7 C7
ireal-pro_524.jams,Groovin' High,Gillespie Dizzy,up_tempo_swing,,,,,Eb:maj7 Eb:maj7 A:min7 D:7 Eb:maj7 Eb:maj7 G:min7 C:7 F:7 F:7 F:min7 Bb:7 G:min7 F#:min7 F:min7 Bb:7 Eb:maj7 Eb:maj7 A:min7 D:7 Eb:maj7 Eb:maj7 G:min7 C:7 F:7 F:7 F:min7 Bb:7 F:min7 Ab:min7 Db:7 Eb:maj6 F:min7 Bb:7,<noparts> Ebmaj7 Amin7 D7 Ebmaj7 Gmin7 C7 F7 Fmin7 Bb7 Gmin7 F#min7 Fmin7 Bb7 Ebmaj7 Amin7 D7 Ebmaj7 Gmin7 C7 F7 Fmin7 Bb7 Fmin7 Abmin7 Db7 Ebadd13 Fmin7 Bb7
ireal-pro_251.jams,Bright Mississippi,Monk Thelonious,up_tempo_swing,,,,,F:7 F:7 F:7 F:7 Bb:7 Bb:7 Bb:7 Bb:7 Eb:7 Eb:7 Eb:7 Eb:7 Ab:maj7 Ab:maj7 G:hdim7 C:7 F:7 F:7 F:7 F:7 Bb:7 Bb:7 Bb:7 Bb:7 F:min C:7(b9) F:min C:7(b9) Ab:maj7 F:7 Bb:min7 Eb:7 Ab:maj6,<noparts> F7 Bb7 Eb7 Abmaj7 Gdim7 C7 F7 Bb7 Fmin C7b9 Fmin C7b9 Abmaj7 F7 Bbmin7 Eb7 Abadd13
ireal-pro_525.jams,H & H,Metheny Pat,up_tempo_swing,,,,,B:maj E:maj A:maj Ab:maj Db:maj G:maj C:sus4 C:maj D:maj E:maj A:maj D:maj D:maj D:maj G:maj F#:maj B:maj C:maj F:maj C:maj G:maj D:maj G:maj Ab:maj Eb:maj D:maj A:maj D:maj A:maj F#:maj B:7 E:7 B:7 F#:min7 B:7 E:7 F:dim7 B:7 D#:min7 G#:7 C#:min7 F#:7 B:7 G#:7 C#:min7 F#:7 B:7 E:7 B:7 F#:min7 B:7 E:7 F:dim7 B:7 D#:min7 G#:7 C#:min7 F#:7 B:7 G#:7 C#:min7 F#:7 B:7 E:7 B:7 F#:min7 B:7 E:7 F:dim7 B:7 D#:min7 G#:7 C#:min7 F#:7 B:7 G#:7 C#:min7 F#:7 B:7 E:7 B:7 F#:min7 B:7 E:7 F:dim7 B:7 D#:min7 G#:7 C#:min7 F#:7 B:7 G#:7 C#:min7 F#:7 B:maj E:maj A:maj Ab:maj Db:maj G:maj C:sus4 C:maj D:maj E:maj A:maj D:maj D:maj D:maj G:maj F#:maj B:maj C:maj F:maj C:maj G:maj D:maj G:maj Ab:maj Eb:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj,<noparts> B E A Ab Db G Csus4 C D E A D G F# B C F C G D G Ab Eb D A D A F# B7 E7 B7 F#min7 B7 E7 Fdimb7 B7 D#min7 G#7 C#min7 F#7 B7 G#7 C#min7 F#7 B7 E7 B7 F#min7 B7 E7 Fdimb7 B7 D#min7 G#7 C#min7 F#7 B7 G#7 C#min7 F#7 B7 E7 B7 F#min7 B7 E7 Fdimb7 B7 D#min7 G#7 C#min7 F#7 B7 G#7 C#min7 F#7 B7 E7 B7 F#min7 B7 E7 Fdimb7 B7 D#min7 G#7 C#min7 F#7 B7 G#7 C#min7 F#7 B E A Ab Db G Csus4 C D E A D G F# B C F C G D G Ab Eb D A D A D A D A D A D A D
ireal-pro_291.jams,Chasin' The Trane,Coltrane John,up_tempo_swing,,,,,F:7 Bb:7 F:7 F:7 Bb:7 Bb:7 F:7 A:min7 D:7 G:min7 C:7 F:7 F:7,<noparts> F7 Bb7 F7 Bb7 F7 Amin7 D7 Gmin7 C7 F7
ireal-pro_982.jams,Nothing Personal,Grolnick Don,up_tempo_swing,,,,,G:min G:min G:min G:min G:min G:min G:min G:min G:min G:min G:min G:min G:min G:min G:min G:min C:7 C:7 C:7 C:7 G:min G:min G:min F:7 E:7 Eb:7 Eb:7 D:7 D:7 G:min G:min G:min G:min,<noparts> Gmin C7 Gmin F7 E7 Eb7 D7 Gmin
ireal-pro_1119.jams,Scrapple From The Apple,Parker Charlie,up_tempo_swing,,,,,G:min7 C:7 G:min7 C:7 F:maj7 F:7 Bb:maj7 B:dim7 F:maj7 G:min7 A:min7 D:7 G:min7 C:7 G:min7 C:7 F:maj7 F:7 Bb:maj7 B:dim7 F:maj7 C:7 F:maj7 A:7 A:7 D:7 D:7 G:7 G:7 C:7 C:7 G:min7 C:7 G:min7 C:7 F:maj7 F:7 Bb:maj7 B:dim7 F:maj7 G:min7 A:min7 D:7,<noparts> Gmin7 C7 Gmin7 C7 Fmaj7 F7 Bbmaj7 Bdimb7 Fmaj7 Gmin7 Amin7 D7 Gmin7 C7 Gmin7 C7 Fmaj7 F7 Bbmaj7 Bdimb7 Fmaj7 C7 Fmaj7 A7 D7 G7 C7 Gmin7 C7 Gmin7 C7 Fmaj7 F7 Bbmaj7 Bdimb7 Fmaj7 Gmin7 Amin7 D7
ireal-pro_1135.jams,Seven Steps To Heaven,Feldman Victor,up_tempo_swing,,,,,"F:9(11,13) Eb:9(11,13) F:9(11,13) Eb:9(11,13) F:9(11,13) Eb:9(11,13) F:9(11,13) F:9(11,13) F:maj7 Bb:7 E:hdim7 A:7 D:min7 Ab:7 G:7 G:min7 C:7 Eb:maj6 E:maj6 F:maj6 F:maj7 Bb:7 E:hdim7 A:7 D:min7 Ab:7 G:7 G:min7 C:7 Eb:maj6 E:maj6 F:maj6 C:maj7 D:min7 E:min7 F:min7 Bb:7 Eb:maj7 Ab:min7 Db:7 Gb:maj7 G:min7 C:7 F:maj7 Bb:7 E:hdim7 A:7 D:min7 Ab:7 G:7 G:min7 C:7 Eb:maj6 E:maj6 F:maj6",<noparts> F13 Eb13 F13 Eb13 F13 Eb13 F13 Fmaj7 Bb7 Edim7 A7 Dmin7 Ab7 G7 Gmin7 C7 Ebadd13 Eadd13 Fadd13 Fmaj7 Bb7 Edim7 A7 Dmin7 Ab7 G7 Gmin7 C7 Ebadd13 Eadd13 Fadd13 Cmaj7 Dmin7 Emin7 Fmin7 Bb7 Ebmaj7 Abmin7 Db7 Gbmaj7 Gmin7 C7 Fmaj7 Bb7 Edim7 A7 Dmin7 Ab7 G7 Gmin7 C7 Ebadd13 Eadd13 Fadd13
ireal-pro_344.jams,Dance Of The Infidels,Powell Bud,up_tempo_swing,,,,,F:maj7 F:min7 Bb:7 A:min7 G:min7 F#:min7 B:7 F:min7 Bb:7 A:min7 D:7 Ab:min7 Db:7 G:min7 Db:min7 Gb:7 F:maj7 F:maj7 F:maj7 F:maj7 F:maj7 F:min7 Bb:7 A:min7 G:min7 F#:min7 B:7 F:min7 Bb:7 A:min7 D:7 Ab:min7 Db:7 G:min7 Db:min7 Gb:7 F:maj7 F:maj7 F:maj7 F:maj7 F:maj7 F:min7 Bb:7 A:min7 G:min7 F#:min7 B:7 F:min7 Bb:7 A:min7 D:7 Ab:min7 Db:7 G:min7 Db:min7 Gb:7 F:maj7 F:maj7,<noparts> Fmaj7 Fmin7 Bb7 Amin7 Gmin7 F#min7 B7 Fmin7 Bb7 Amin7 D7 Abmin7 Db7 Gmin7 Dbmin7 Gb7 Fmaj7 Fmin7 Bb7 Amin7 Gmin7 F#min7 B7 Fmin7 Bb7 Amin7 D7 Abmin7 Db7 Gmin7 Dbmin7 Gb7 Fmaj7 Fmin7 Bb7 Amin7 Gmin7 F#min7 B7 Fmin7 Bb7 Amin7 D7 Abmin7 Db7 Gmin7 Dbmin7 Gb7 Fmaj7
ireal-pro_52.jams,52nd Street Theme,Monk Thelonious,up_tempo_swing,,,,,C:maj A:min7 D:min7 G:7 C:maj A:min7 D:min7 G:7 C:maj A:min7 D:min7 G:7 C:maj G:7 C:maj C:maj A:min7 D:min7 G:7 C:maj A:min7 D:min7 G:7 C:maj A:min7 D:min7 G:7 C:maj G:7 C:maj C:7 C:7 F:maj6 F:maj6 D:7 D:7 G:7 G:7 C:maj A:min7 D:min7 G:7 C:maj A:min7 D:min7 G:7 C:maj A:min7 D:min7 G:7 C:maj G:7 C:maj,<noparts> C Amin7 Dmin7 G7 C Amin7 Dmin7 G7 C Amin7 Dmin7 G7 C G7 C Amin7 Dmin7 G7 C Amin7 Dmin7 G7 C Amin7 Dmin7 G7 C G7 C C7 Fadd13 D7 G7 C Amin7 Dmin7 G7 C Amin7 Dmin7 G7 C Amin7 Dmin7 G7 C G7 C
ireal-pro_1139.jams,Shine,Dabney-Mack-Brown,up_tempo_swing,,,,,Eb:maj7 Eb:maj7 F:min7 Bb:7 Eb:maj7 Eb:maj7 F:min7 Bb:7 G:7 G:7 C:min7 C:min7 F:7 F:7 Bb:7 Bb:7 Eb:maj7 Eb:maj7 F:min7 Bb:7 G:7 G:7 C:min7 C:min7 Ab:maj9(#11) Ab:maj9(#11) Ab:maj9(#11) Db:7 Eb:maj6 C:7 F:min7 Bb:7 Eb:maj6 F:min7 Bb:7,<noparts> Ebmaj7 Fmin7 Bb7 Ebmaj7 Fmin7 Bb7 G7 Cmin7 F7 Bb7 Ebmaj7 Fmin7 Bb7 G7 Cmin7 Abmaj911s Db7 Ebadd13 C7 Fmin7 Bb7 Ebadd13 Fmin7 Bb7
ireal-pro_998.jams,Oleo,Rollins Sonny,up_tempo_swing,,,,,Bb:maj7 G:7 C:min7 F:7 D:min7 G:7 C:min7 F:7 F:min7 Bb:7 Eb:7 Ab:7 D:min7 G:7 C:min7 F:7 Bb:maj7 G:7 C:min7 F:7 D:min7 G:7 C:min7 F:7 F:min7 Bb:7 Eb:7 Ab:7 C:min7 F:7 Bb:maj6 D:7 D:7 G:7 G:7 C:7 C:7 F:7 F:7 Bb:maj7 G:7 C:min7 F:7 D:min7 G:7 C:min7 F:7 F:min7 Bb:7 Eb:7 Ab:7 C:min7 F:7 Bb:maj6,<noparts> Bbmaj7 G7 Cmin7 F7 Dmin7 G7 Cmin7 F7 Fmin7 Bb7 Eb7 Ab7 Dmin7 G7 Cmin7 F7 Bbmaj7 G7 Cmin7 F7 Dmin7 G7 Cmin7 F7 Fmin7 Bb7 Eb7 Ab7 Cmin7 F7 Bbadd13 D7 G7 C7 F7 Bbmaj7 G7 Cmin7 F7 Dmin7 G7 Cmin7 F7 Fmin7 Bb7 Eb7 Ab7 Cmin7 F7 Bbadd13
